123.88012,10.33128,0
123.88017,10.3312,0
123.88013,10.33116,0
123.88009,10.33113,0
123.88003,10.33108,0
123.87998,10.33102,0
123.8799,10.33091,0
123.8799,10.33086,0
123.87991,10.33083,0
123.87992,10.3308,0
123.87995,10.33073,0
123.88,10.3306,0
123.88008,10.33041,0
123.88014,10.33027,0
123.8803,10.32993,0
123.88046,10.32964,0
123.88052,10.32959,0
123.88054,10.32958,0
123.88059,10.32957,0
123.88066,10.32956,0
123.8807,10.32956,0
123.88075,10.32956,0
123.88081,10.32957,0
123.8812,10.32874,0
123.88125,10.32865,0
123.88133,10.32849,0
123.88141,10.32833,0
123.8815,10.32816,0
123.88158,10.328,0
123.88171,10.32774,0
123.88181,10.32753,0
123.88187,10.3274,0
123.88218,10.32677,0
123.88229,10.32653,0
123.88238,10.32637,0
123.88247,10.32616,0
123.88251,10.32606,0
123.88253,10.32602,0
123.8826,10.32587,0
123.88262,10.32582,0
123.88269,10.32569,0
123.88293,10.32516,0
123.88295,10.32511,0
123.88303,10.32496,0
123.88341,10.32419,0
123.88344,10.32413,0
123.88361,10.32377,0
123.88366,10.32364,0
123.88367,10.32361,0
123.8837,10.32355,0
123.88372,10.32348,0
123.8838,10.32318,0
123.88388,10.32291,0
123.88406,10.32197,0
123.88413,10.32161,0
123.88418,10.32144,0
123.88423,10.32127,0
123.88423,10.32126,0
123.88425,10.32115,0
123.8844,10.32039,0
123.88454,10.31981,0
123.88455,10.31976,0
123.88456,10.31973,0
123.88458,10.31963,0
123.88461,10.31949,0
123.88466,10.31925,0
123.8847,10.31899,0
123.88482,10.31848,0
123.88492,10.31802,0
123.88501,10.3176,0
123.8851,10.31724,0
123.88515,10.31702,0
123.8852,10.31681,0
123.88525,10.31659,0
123.88537,10.31601,0
123.88538,10.31593,0
123.88542,10.31572,0
123.88615,10.31598,0
123.88646,10.31609,0
123.88699,10.3163,0
123.88755,10.31651,0
123.88801,10.31664,0
123.88871,10.31689,0
123.88956,10.3171,0
123.88965,10.31707,0
123.88967,10.31706,0
123.8897,10.31705,0
123.88971,10.31704,0
123.88973,10.31702,0
123.88974,10.31701,0
123.88976,10.31699,0
123.88977,10.31697,0
123.8898,10.31693,0
123.88984,10.31686,0
123.89008,10.31615,0
123.89011,10.31606,0
123.89015,10.31593,0
123.89026,10.31595,0
123.89083,10.31618,0
123.89113,10.31538,0
123.89125,10.31507,0
123.89135,10.31478,0
123.89146,10.31449,0
123.89156,10.31417,0
123.89191,10.31317,0
123.89199,10.31295,0
123.8925,10.31154,0
123.89259,10.31129,0
123.89272,10.31092,0
123.89276,10.31081,0
123.8928,10.31071,0
123.89281,10.31069,0
123.89282,10.31066,0
123.89282,10.31064,0
123.89282,10.31063,0
123.89282,10.31061,0
123.89282,10.3106,0
123.89282,10.31058,0
123.89281,10.31056,0
123.8928,10.31052,0
123.89278,10.31046,0
123.89274,10.31039,0
123.89269,10.31034,0
123.89263,10.31029,0
123.89257,10.31023,0
123.89253,10.31016,0
123.89249,10.31009,0
123.89246,10.31001,0
123.89244,10.30993,0
123.89244,10.30989,0
123.89244,10.30985,0
123.89244,10.3098,0
123.89245,10.30976,0
123.89246,10.30972,0
123.89247,10.30967,0
123.89248,10.30963,0
123.8925,10.30959,0
123.89252,10.30955,0
123.89254,10.30951,0
123.8926,10.30944,0
123.89264,10.3094,0
123.89268,10.30936,0
123.89272,10.30933,0
123.89278,10.3093,0
123.89284,10.30927,0
